p1,p5,p10,p20
18.811446,18.888888,18.952095,18.408368
19.015995,19.108888,18.969407,18.503569
19.176664,19.309750,18.714339,18.755228
19.474564,19.542297,18.978619,19.067163
20.058320,20.125466,19.498071,19.639022
