p1,p5,p10,p20
7.449532,7.495185,7.526633,7.593154
8.248878,8.148775,7.951584,8.155894
9.026364,8.951107,8.947092,8.966071
10.520224,10.512843,10.456698,10.423782
13.665820,13.524673,13.483509,13.374143
