p1,p5,p10,p20
16.966842,16.867749,16.871717,16.527612
16.909758,16.896193,17.097282,16.540448
16.993948,17.000815,16.545896,16.599085
17.023865,17.041562,16.612000,16.700458
17.131113,17.120536,16.685181,16.766991
