p1,p5,p10,p20
18.070470,18.705921,19.241661,20.927954
21.462262,24.937639,29.653947,38.733454
25.422589,33.286299,41.548932,59.313954
33.797293,48.278449,63.967003,95.928621
47.337604,73.303947,99.383750,85.010135
