p1,p5,p10,p20
8.488562,8.443454,8.478300,8.481457
11.094623,11.078721,11.131349,11.135836
14.298544,14.375581,14.306246,14.442092
20.752962,20.455804,20.518391,20.470972
32.185562,32.172574,31.653623,32.171867
