p1,p5,p10,p20
26.084291,26.199325,26.241662,26.399434
26.452288,26.526982,26.561439,28.086007
26.794262,26.837180,26.942253,27.645108
27.366399,27.503369,27.519085,28.134121
28.446258,28.509263,28.617577,29.571394
