p1,p5,p10,p20
6.435920,7.258026,8.190533,9.911617
9.189574,12.716098,17.256842,26.095197
11.371845,19.018026,27.649320,45.616438
17.893758,31.297129,47.771514,80.068239
24.448846,51.824349,81.524622,69.219716
