p1,p5,p10,p20
26.147531,26.437254,26.507712,26.509875
26.559927,26.856695,27.023281,26.901237
26.891223,27.228392,27.179622,27.431972
27.516521,27.700798,27.750804,27.942730
28.631468,28.806247,29.109791,29.022060
