p1,p5,p10,p20
8.597013,8.601118,8.601906,8.592550
11.266262,11.236754,11.212533,17.224342
14.480485,14.452097,14.376839,14.326373
20.813163,20.370000,20.240599,19.796991
32.039379,31.618457,34.270580,29.907149
