p1,p5,p10,p20
8.479060,8.497039,8.483189,8.522772
11.134951,11.072459,11.100164,11.040164
14.347702,14.273701,14.218835,14.147680
20.712675,20.342595,20.137066,19.678182
31.538491,30.980742,33.717994,23.558133
