p1,p5,p10,p20
25.898996,25.719127,25.863575,25.890646
26.157198,26.046023,25.998875,25.974351
26.369842,26.417420,26.377555,26.436321
26.956412,27.002050,26.878376,26.960738
28.032944,28.043981,28.105500,29.047625
