p1,p5,p10,p20
5.551852,15.062963,23.777778,45.122222
5.445926,13.622222,23.028148,42.440741
5.316667,13.470741,22.897037,42.394444
5.361111,13.452778,22.904630,42.591852
5.183333,13.352963,23.352130,95208.797037
