p1,p5,p10,p20
7.673795,7.696258,7.736523,7.678709
9.015603,9.004919,9.030882,9.042745
10.580772,10.528942,10.644630,10.604391
13.675016,13.692032,13.730854,13.745899
19.520602,19.572991,19.610545,19.636061
