p1,p5,p10,p20
7.217434,8.042829,8.552550,9.419203
9.069121,12.373786,15.401498,22.000032
11.208429,16.967621,23.492756,36.509427
15.086845,26.018360,39.175755,63.800284
22.500360,43.248735,67.380420,98.197618
