p1,p5,p10,p20
18.960774,19.394647,18.929038,19.379393
20.072596,20.748899,20.230346,20.436088
20.849752,20.635109,21.506491,21.278421
21.769908,21.980245,21.447462,21.871284
27.380848,27.042391,26.754357,26.323513
