p1,p5,p10,p20
8.093465,8.048079,8.072715,8.054020
9.402353,9.381726,9.281667,9.386580
10.997051,11.015452,10.827613,11.060065
14.001514,14.098544,13.933344,14.091677
20.077577,19.890876,19.938580,19.933505
