p1,p5,p10,p20
7.817947,7.794125,7.805993,7.752649
8.461824,8.406059,8.331916,8.424545
9.244952,9.258750,9.027468,9.235224
10.744606,10.755538,10.604119,10.585584
13.763180,13.557771,13.492410,13.298157
