p1,p5,p10,p20
7.250097,7.335114,7.244886,7.300554
8.210809,8.177752,8.189935,8.248636
9.412710,9.365370,9.360354,9.381479
11.758722,11.761763,11.685000,11.589839
16.093270,15.019371,15.872965,15.713691
