p1,p5,p10,p20
10.000000,16.000000,21.000000,33.000000
7.000000,13.000000,20.000000,32.000000
6.000000,11.000000,18.000000,31.000000
4.000000,10.000000,17.000000,35.000000
4.000000,9.000000,19.000000,442.000000
