p1,p5,p10,p20
11.837621,11.012122,11.301186,11.202219
12.711955,12.447380,12.075287,12.688413
13.292707,13.399016,13.143854,13.612038
15.291044,15.466741,15.905665,15.302595
18.195327,18.207321,18.849876,18.683427
