p1,p5,p10,p20
28.797229,28.887809,29.035427,28.804007
28.866346,28.947041,29.051665,28.846054
28.924040,28.979828,29.079595,28.828785
28.983353,29.025097,29.049911,28.892648
29.023558,29.066872,28.848332,28.912039
