p1,p5,p10,p20
6.103704,10.244444,15.755556,25.525926
4.885926,9.285926,14.342963,24.489630
4.111481,8.365926,13.455185,23.744815
3.589074,7.787037,12.915370,23.874259
3.440648,7.468148,13.315833,125.480463
