p-1,p1,p5,p10,p20
20.016696,20.622679,20.651011,20.619567,20.683249
20.188439,20.732284,20.719310,20.755181,20.800628
20.327847,20.745776,20.749624,20.776494,20.794892
20.386175,20.809943,20.989777,21.039367,21.053049
20.422882,20.984180,20.918073,21.006237,20.960551
