p1,p5,p10,p20
27.862709,27.956616,28.086865,28.139796
28.044733,28.107512,28.216913,28.253272
28.107269,28.236426,28.317136,28.284660
28.173003,28.217092,28.314672,28.289291
28.249707,28.281925,28.414792,28.355090
