p1,p5,p10,p20
7.261662,7.319343,7.327596,7.282917
8.111799,8.161509,8.143976,8.118201
9.284438,9.205457,9.214690,9.280618
11.392991,11.337982,11.422164,10.240763
15.661387,15.397772,12.394329,10.400379
