p1,p5,p10,p20
18.158516,18.450269,18.593205,18.385714
20.069381,19.557367,19.341424,19.664838
20.313254,20.252743,20.225487,20.470588
21.954311,21.769737,22.041579,20.404661
24.756850,24.692702,21.993649,20.618285
