p1,p5,p10,p20
7.335375,7.428730,7.421759,7.350359
8.275487,8.263290,8.235032,8.153916
9.533592,9.400547,9.328479,9.231774
11.735048,11.527628,11.363578,10.051014
16.032114,15.381125,12.122208,10.103645
