p1,p5,p10,p20
34.085185,49.525926,62.177778,89.651852
28.390370,44.771111,58.451852,85.262963
24.365556,42.119630,56.800370,84.867037
21.817407,41.800741,122.295741,77490.185185
21.511204,11867.616481,124734.858426,315541.375278
