p-1,p1,p5,p10,p20
20.689162,21.420367,21.562808,20.590060,20.601951
20.755079,21.528198,21.661246,20.717681,20.691107
20.954318,21.632524,21.657894,20.788104,20.548653
20.935653,21.731236,21.148855,21.058696,20.710017
21.178135,21.846898,20.964061,20.917681,20.651811
